Date,FID,Station,Source,Longitude,Latitude,DEM,Location,GROUND,Chirps,IMERG(mm/hr),IMERG(mm/month),NDVI,Slope
1/1/2004,4,Zahle-A,Airport,35.90207,33.844602,977,Inland ,275.4,253.156,0.310000002,230.6400018,0.2237,13.09231949
1/1/2004,5,Arz-A,Airport,36.048886,34.236958,1958,Mountainous ,,261.145,0.438000023,325.8720174,-0.0205,16.93077469
1/1/2004,6,DahrBaydar-A,Airport,35.768417,33.805227,1518,Mountainous ,482.8,268.407,0.378000021,281.2320156,-0.0357,9.647943497
1/1/2004,7,Abdeh-A,Airport,35.969575,34.509866,23,Coastal ,292.6,199.089,0.454000026,337.7760193,0.5192,9.16505146
1/1/2004,8,Rayak-A,Airport,36.012166,33.849091,931,Inland ,254.5,138.88,0.310000002,230.6400018,0.251,0
1/1/2004,9,Sour-A,Airport,35.203844,33.270009,11,Coastal ,185.8,80.505,0.38500002,286.4400151,0.2332,3.8650105
1/1/2004,10,Marjayoun-A,Airport,35.588834,33.359753,756,Inland ,,251.582,0.37500003,279.0000222,0.4133,4.443672657
1/1/2004,11,Klaiaat-A,Airport,35.71383,33.972102,1060,Mountainous ,300.4,312.701,0.403000027,299.83202,0.4541,2.194945335
1/1/2004,12,Faqra-A,Airport,35.810948,33.984566,1720,Mountainous ,440.5,330.53,0.390000015,290.1600115,-0.0185,5.306231022
1/1/2004,13,Baysour-A,Airport,35.567762,33.76319,790,Inland ,463.5,301.042,0.406000018,302.0640135,0.4245,16.53284264
1/1/2004,14,Hermel-A,Airport,36.387494,34.396813,749,Inland ,,182.674,0.35800001,266.3520076,0.292,5.743902206
1/1/2004,15,DayrAhmar-A,Airport,36.121718,34.121253,1024,Mountainous  ,218.4,180.577,0.33100003,246.2640224,0.2579,1.757774115
1/1/2004,16,Qoubayat-A,Airport,36.281504,34.571599,545,Inland ,322.6,220.014,0.39200002,291.6480145,0.4493,4.168784142
1/1/2004,17,Qartaba-A,Airport,35.850844,34.09338,1069,Mountainous ,421.1,310.264,0.443000019,329.5920138,0.4548,22.17501831
1/1/2004,18,SirDenniye-A,Airport,36.029502,34.386584,926,Mountainous ,463.7,223.211,0.437000006,325.1280048,0.5749,7.043820858
1/1/2004,19,Balamand-A,Airport,35.78368,34.364206,331,Coastal ,376.5,241.479,0.450000018,334.8000133,0.5769,6.693412304
1/1/2004,20,KfarChackna-A,Airport,35.864059,34.364264,202,Coastal ,332.4,233.727,0.450000018,334.8000133,0.7401,6.455430984
1/1/2004,21,Tannourine-A,Airport,35.877848,34.209712,923,Mountainous ,35.8,253.801,0.408000022,303.5520165,0.4598,3.128152847
1/1/2004,22,Kaslik-A,Airport,35.618114,33.983154,26,Coastal ,3.4,281.032,0.405000031,301.3200231,0.2341,5.152617931
1/1/2004,23,Qoussaibah-A,Airport,35.65046,33.867009,609,Mountainous ,0,324.088,0.405000031,301.3200231,0.6906,13.38837147
1/1/2004,24,Hlaliyeh-A,Airport,35.39233,33.56788,98,Coastal ,,296.423,0.417000026,310.248019,0.4321,6.312283993
1/1/2004,25,Jezzine-A,Airport,35.586337,33.54098,963,Mountainous ,21.7,318.263,0.38500002,286.4400151,0.3308,6.280490398
1/1/2004,26,Saida-A,Airport,35.372871,33.557005,12,Coastal ,80.1,285.5,0.417000026,310.248019,0.1235,1.187596679
1/1/2004,27,Zahrani-A,Airport,35.52667,33.885856,93,Coastal ,,296.557,0.430000007,319.9200053,0.1931,8.993718147
1/1/2004,28,Qaraoun-A,Airport,35.719238,33.566846,905,Inland ,332.4,255.819,0.336000025,249.9840188,0.3903,3.581837654
1/1/2004,29,Qasmieh-A,Airport,35.248006,33.234203,67,Coastal ,161,212.78,0.384000003,285.6960025,0.6201,12.50921726
1/1/2004,30,Kfardounin-A,Airport,35.396943,33.240211,523,Inland ,,209.782,0.378000021,281.2320156,0.3741,7.862453461
1/1/2004,31,Barouk-A,Airport,35.673657,33.707066,1059,Mountainous ,33.8,341.739,0.380000025,282.7200186,0.3171,13.81705093
1/1/2004,32,Douris-A,Airport,36.172607,33.991036,1097,Inland ,,123.535,0.282000005,209.8080039,0.1722,0.372871399
1/1/2004,33,DayrKamar-A,Airport,35.560622,33.696845,803,Mountainous ,,312.703,0.406000018,302.0640135,0.5163,11.36848927
1/1/2004,34,Lebaa-A,Airport,35.453086,33.54841,361,Coastal ,290.8,298.762,0.407000005,302.8080039,0.4736,4.28670454
1/1/2004,35,Qaa-A,Airport,36.480108,34.341616,663,Inland ,95.5,174.039,0.269000024,200.1360176,0.1739,3.207662462
1/1/2004,36,Meshref-A,Airport,35.467951,33.714283,184,Coastal ,210.7,283.183,0.424000025,315.4560184,0.4351,7.132210255
1/1/2004,37,JbaaChouf-A,Airport,35.628741,33.609966,1167,Mountainous ,330,330.823,0.372000009,276.7680066,0.3708,8.838525772
1/1/2004,38,Kfarkouk-A,Airport,35.89143,33.53668,1232,Mountainous ,,215,0.289000005,215.0160034,0.2076,6.859062195
1/1/2004,39,TalAmara-P,Pessl,35.98269444,33.85411111,906,Inland ,,157.757,0.310000002,230.6400018,0.2821,0.721709907
1/1/2004,40,Kfarden-P,Pessl,36.04636111,34.01138889,1087,Inland ,,132.118,0.311000019,231.3840144,0.2577,0.968804181
1/1/2004,41,HawshelOumara-P,Pessl,35.92063889,33.81538889,887,Inland ,,194.859,0.310000002,230.6400018,0.3289,0.721623838
1/1/2004,42,Nabatiyeh-P,Pessl,35.485374,33.375914,417,Mountainous ,,252.73,0.387000024,287.9280181,0.4229,4.856499672
1/1/2004,43,Tyr-P,Pessl,35.20511111,33.27008333,8,Coastal ,,80.505,0.38500002,286.4400151,0.3834,5.686133385
1/1/2004,44,Lebaa-P,Pessl,35.45352778,33.54827778,361,Coastal ,,298.762,0.407000005,302.8080039,0.4736,4.28670454
1/1/2004,45,El-Khyem-P,Pessl,35.61322222,33.32725,707,Mountainous ,,253.511,0.349000007,259.6560051,0.3425,2.749036789
1/1/2004,46,Tarshish-P,Pessl,35.79725,33.87566667,1447,Mountainous ,,298.52,0.390000015,290.1600115,-0.0202,3.718541384
1/1/2004,47,Fanar-P,Pessl,35.57397222,33.87986111,191,Coastal ,,280.373,0.430000007,319.9200053,0.3655,12.09990501
1/1/2004,48,Kfarchakhna-P,Pessl,35.865033,34.354867,231,Coastal ,,230.627,0.450000018,334.8000133,0.7313,2.382913589
1/1/2004,49,Abdeh-P,Pessl,35.9695,34.51058333,15,Coastal ,,199.089,0.454000026,337.7760193,0.5192,9.858600616
1/1/2004,50,Rmeich-P,Pessl,35.37411111,33.07625,562,Mountainous ,,236.809,0.353000015,262.6320112,0.2634,3.986282825
1/1/2004,51,HourTaala-P,Pessl,36.14066667,33.91469444,1148,Inland ,,124.572,0.282000005,209.8080039,0.2074,2.993621588
1/1/2004,52,Jabouleh-P,Pessl,36.34916667,34.22527778,839,Inland ,,176.036,0.309000015,229.8960114,0.2978,1.86890626
1/1/2004,53,Hermil-P,Pessl,36.406717,34.401533,665,Inland ,,182.674,0.295000017,219.4800124,0.3004,2.8973279
1/1/2004,54,Baskenta-P,Pessl,35.78766667,33.94630556,1331,Mountainous ,,311.356,0.390000015,290.1600115,0.0407,24.18203354
1/1/2004,55,Mymis-P,Pessl,35.71447222,33.41975,788,Mountainous ,,265.826,0.338000029,251.4720218,0.418,8.673959732
1/1/2004,56,Akoura-P,Pessl,35.90422222,34.12141667,1390,Mountainous ,,307.97,0.374000013,278.2560096,0.1324,11.31402588
1/1/2004,57,Mayrouba-P,Pessl,35.770061,34.011829,1265,Mountainous ,,314.629,0.403000027,299.83202,0.1027,7.160741806
1/1/2004,58,Ghazir-P,Pessl,35.66319444,34.01898611,321,Coastal ,,311.808,0.405000031,301.3200231,0.4465,7.306718349
1/1/2004,59,Ehden-P,Pessl,35.98599444,34.28816667,1635,Mountainous ,,256.847,0.45600003,339.2640224,-0.0052,33.75831223
1/1/2004,60,KfarhataNorth-P,Pessl,35.745521,34.284476,340,Coastal ,,248.994,0.466000021,346.7040153,0.5401,1.164156079
1/1/2004,61,Watahoub-P,Pessl,35.89772222,34.19130556,1335,Mountainous ,,236.953,0.408000022,303.5520165,0.242,25.66842842
1/1/2004,62,Sayda-P,Pessl,35.37936111,33.55391667,20,Coastal ,,285.5,0.417000026,310.248019,0.3707,0.965743124
1/1/2004,63,BirHassan-P,Pessl,35.49041667,33.86741667,45,Coastal ,,287.241,0.406000018,302.0640135,0.1973,3.352114677
1/1/2004,64,Tyr-Derdgheya-P,Pessl,35.37055556,33.28119444,400,Mountainous ,,231.161,0.378000021,281.2320156,0.3869,4.061152458
1/1/2004,65,Kaa-P,Pessl,36.48011111,34.34177778,663,Inland ,,174.039,0.269000024,200.1360176,0.1739,3.207662462
1/1/2004,66,Mashghara-P,Pessl,35.65891667,33.52238889,1089,Inland ,,307.749,0.35800001,266.3520076,0.2796,19.77213287
1/1/2004,67,KherbitKanafar-P,Pessl,35.72552778,33.63761111,947,Mountainous ,,272.996,0.34800002,258.9120147,0.4435,2.87613678
1/1/2004,68,Rashayya-P,Pessl,35.66716944,33.35486111,785,Mountainous ,,285.849,0.349000007,259.6560051,0.4924,11.6952219
1/1/2004,69,Arsal-P,Pessl,36.42063889,34.17908333,1405,Mountainous ,,133.323,0.252000004,187.488003,0.1244,3.57618022
1/1/2004,70,Shheem-P,Pessl,35.48536389,33.6245,588,Mountainous ,,302.018,0.424000025,315.4560184,0.5409,4.47653389
1/1/2004,71,SyrDonieh-P,Pessl,36.02680556,34.38313889,898,Mountainous ,,258.908,0.437000006,325.1280048,0.4416,14.02089787
1/1/2004,72,Akar-P,Pessl,36.13241667,34.53266667,486,Mountainous ,,212.759,0.42900002,319.1760149,0.4946,10.42184639
1/1/2004,73,Fnaidek-P,Pessl,36.181,34.47730556,1125,Mountainous ,,232.405,0.438000023,325.8720174,0.4167,4.525679588
1/1/2004,74,BarElias-P,Pessl,35.92608333,33.77952778,871,Inland ,,190.427,0.310000002,230.6400018,0.3484,0.483655423
1/1/2004,75,HawshAmmiq-P,Pessl,35.77580556,33.71947222,877,Inland ,,283.604,0.325000018,241.8000133,0.3409,2.986889362
1/1/2004,76,Markaba-P,Pessl,35.51522222,33.23258333,728,Mountainous ,,231.272,0.364000022,270.8160167,0.3745,10.2107687
1/1/2004,77,Msheitiyeh-P,Pessl,36.08619444,34.15416667,1427,Mountainous ,,256.756,0.378000021,281.2320156,0.0126,5.709161282
1/1/2004,78,Btedii-P,Pessl,36.12808333,34.10196944,987,Inland ,,180.577,0.33100003,246.2640224,0.1573,0.999720097
1/1/2004,79,Aamatour-P,Pessl,35.608584,33.643528,861,Mountainous ,,330.823,0.372000009,276.7680066,0.4847,13.84935856
1/1/2004,80,Aandaket-P,Pessl,36.305487,34.586902,632,Mountainous ,,221.274,0.383000016,284.9520121,0.4421,5.315374374
1/1/2004,81,Baakline-P,Pessl,35.558134,33.678989,863,Mountainous ,,312.703,0.406000018,302.0640135,0.5214,2.758943558
1/1/2004,82,AinelAbou-P,Pessl,35.762041,33.939228,1139,Mountainous ,,311.356,0.403000027,299.83202,0.5122,15.13671112
1/1/2004,83,Barouk-P,Pessl,35.673619,33.707145,1066,Mountainous ,,341.739,0.380000025,282.7200186,0.3171,13.81705093
1/1/2004,84,Doures-P,Pessl,36.172569,33.991084,1097,Mountainous ,,123.535,0.282000005,209.8080039,0.1722,1.889176369
1/1/2004,85,Talya-P,Pessl,36.096846,33.936693,1022,Inland ,,124.572,0.311000019,231.3840144,0.1917,1.277312994
1/1/2004,86,AREC,Arec,36.075792,33.924783,995,Inland ,234.8,141.483,0.311000019,231.3840144,0.2987,2.146261215
2/1/2004,1,AIB-A,Airport,35.491204,33.819376,9,Coastal,154.4,170.936,0.268000007,186.5280046,0.2074,1.665556669
2/1/2004,2,Golf-A,Airport,35.49036,33.849339,22,Coastal ,181.3,170.936,0.268000007,186.5280046,0.2151,0.30916065
2/1/2004,3,Tripoli-A,Airport,35.836174,34.434226,25,Coastal ,172.2,179.425,0.305000007,212.280005,0.2123,3.70574069
2/1/2004,4,Zahle-A,Airport,35.90207,33.844602,977,Inland ,211.8,212.88,0.215000004,149.6400025,0.2558,13.09231949
2/1/2004,5,Arz-A,Airport,36.048886,34.236958,1958,Mountainous ,,206.086,0.327000022,227.5920153,-0.0205,16.93077469
2/1/2004,6,DahrBaydar-A,Airport,35.768417,33.805227,1518,Mountainous ,287.7,174.54,0.259000003,180.2640023,-0.0339,9.647943497
2/1/2004,7,Abdeh-A,Airport,35.969575,34.509866,23,Coastal ,194.3,138.826,0.271000028,188.6160192,0.5341,9.16505146
2/1/2004,8,Rayak-A,Airport,36.012166,33.849091,931,Inland ,168.1,109.158,0.215000004,149.6400025,0.2822,0
2/1/2004,9,Sour-A,Airport,35.203844,33.270009,11,Coastal ,166.6,66.988,0.195000008,135.7200054,,3.8650105
2/1/2004,10,Marjayoun-A,Airport,35.588834,33.359753,756,Inland ,,212.97,0.207000017,144.0720119,0.4798,4.443672657
2/1/2004,11,Klaiaat-A,Airport,35.71383,33.972102,1060,Mountainous ,183.1,186.671,0.284000009,197.6640065,0.4026,2.194945335
2/1/2004,12,Faqra-A,Airport,35.810948,33.984566,1720,Mountainous ,438.1,187.56,0.272000015,189.3120103,-0.0093,5.306231022
2/1/2004,13,Baysour-A,Airport,35.567762,33.76319,790,Inland ,288.6,192.053,0.270000011,187.9200075,0.466,16.53284264
2/1/2004,14,Hermel-A,Airport,36.387494,34.396813,749,Inland ,,113.771,0.270000011,187.9200075,0.3461,5.743902206
2/1/2004,15,DayrAhmar-A,Airport,36.121718,34.121253,1024,Mountainous  ,165.9,129.316,0.252000004,175.3920028,0.2578,1.757774115
2/1/2004,16,Qoubayat-A,Airport,36.281504,34.571599,545,Inland ,145,139.035,0.263000011,183.048008,0.51,4.168784142
2/1/2004,17,Qartaba-A,Airport,35.850844,34.09338,1069,Mountainous ,206.1,229.104,0.327000022,227.5920153,0.4548,22.17501831
2/1/2004,18,SirDenniye-A,Airport,36.029502,34.386584,926,Mountainous ,228.2,156.638,0.34800002,242.2080138,0.5749,7.043820858
2/1/2004,19,Balamand-A,Airport,35.78368,34.364206,331,Coastal ,193.3,186.484,0.32100001,223.4160068,0.5489,6.693412304
2/1/2004,20,KfarChackna-A,Airport,35.864059,34.364264,202,Coastal ,0,173.187,0.32100001,223.4160068,0.7542,6.455430984
2/1/2004,21,Tannourine-A,Airport,35.877848,34.209712,923,Mountainous ,0,178.268,0.300000012,208.8000083,0.5548,3.128152847
2/1/2004,22,Kaslik-A,Airport,35.618114,33.983154,26,Coastal ,0,189.521,0.265000015,184.4400108,0.2091,5.152617931
2/1/2004,23,Qoussaibah-A,Airport,35.65046,33.867009,609,Mountainous ,0,211.487,0.265000015,184.4400108,0.6465,13.38837147
2/1/2004,24,Hlaliyeh-A,Airport,35.39233,33.56788,98,Coastal ,,200.274,0.236000016,164.2560114,0.44,6.312283993
2/1/2004,25,Jezzine-A,Airport,35.586337,33.54098,963,Mountainous ,3.2,228.678,0.244000018,169.8240123,0.364,6.280490398
2/1/2004,26,Saida-A,Airport,35.372871,33.557005,12,Coastal ,143.1,204.722,0.236000016,164.2560114,0.3519,1.187596679
2/1/2004,27,Zahrani-A,Airport,35.52667,33.885856,93,Coastal ,,187.705,0.286000013,199.0560093,0.2052,8.993718147
2/1/2004,28,Qaraoun-A,Airport,35.719238,33.566846,905,Inland ,121.5,166.227,0.207000017,144.0720119,0.3867,3.581837654
2/1/2004,29,Qasmieh-A,Airport,35.248006,33.234203,67,Coastal ,7.6,149.662,0.220000014,153.1200095,0.6226,12.50921726
2/1/2004,30,Kfardounin-A,Airport,35.396943,33.240211,523,Inland ,,157.377,0.203000009,141.2880063,0.4222,7.862453461
2/1/2004,31,Barouk-A,Airport,35.673657,33.707066,1059,Mountainous ,1,208.518,0.24000001,167.0400066,0.3641,13.81705093
2/1/2004,32,Douris-A,Airport,36.172607,33.991036,1097,Inland ,,97.282,0.192000002,133.6320012,0.1841,0.372871399
2/1/2004,33,DayrKamar-A,Airport,35.560622,33.696845,803,Mountainous ,,214.941,0.270000011,187.9200075,0.5271,11.36848927
2/1/2004,34,Lebaa-A,Airport,35.453086,33.54841,361,Coastal ,186.8,206.619,0.24000001,167.0400066,0.4736,4.28670454
2/1/2004,35,Qaa-A,Airport,36.480108,34.341616,663,Inland ,74.4,115.079,0.194000006,135.024004,0.262,3.207662462
2/1/2004,36,Meshref-A,Airport,35.467951,33.714283,184,Coastal ,152.2,192.716,0.251000017,174.6960118,0.4553,7.132210255
2/1/2004,37,JbaaChouf-A,Airport,35.628741,33.609966,1167,Mountainous ,158,221.375,0.226000011,157.2960076,0.411,8.838525772
2/1/2004,38,Kfarkouk-A,Airport,35.89143,33.53668,1232,Mountainous ,,157.997,0.182000011,126.6720078,0.2184,6.859062195
2/1/2004,39,TalAmara-P,Pessl,35.98269444,33.85411111,906,Inland ,,147.094,0.215000004,149.6400025,0.3155,0.721709907
2/1/2004,40,Kfarden-P,Pessl,36.04636111,34.01138889,1087,Inland ,,97.162,0.213000014,148.24801,0.2461,0.968804181
2/1/2004,41,HawshelOumara-P,Pessl,35.92063889,33.81538889,887,Inland ,,144.494,0.215000004,149.6400025,0.347,0.721623838
2/1/2004,42,Nabatiyeh-P,Pessl,35.485374,33.375914,417,Mountainous ,,198.315,0.216000006,150.3360039,0.4587,4.856499672
2/1/2004,43,Tyr-P,Pessl,35.20511111,33.27008333,8,Coastal ,,66.988,0.195000008,135.7200054,0.4168,5.686133385
2/1/2004,44,Lebaa-P,Pessl,35.45352778,33.54827778,361,Coastal ,,206.619,0.24000001,167.0400066,0.4736,4.28670454
2/1/2004,45,El-Khyem-P,Pessl,35.61322222,33.32725,707,Mountainous ,,197.302,0.190000013,132.2400087,0.3929,2.749036789
2/1/2004,46,Tarshish-P,Pessl,35.79725,33.87566667,1447,Mountainous ,,188.669,0.272000015,189.3120103,-0.0118,3.718541384
2/1/2004,47,Fanar-P,Pessl,35.57397222,33.87986111,191,Coastal ,,178.958,0.286000013,199.0560093,0.3523,12.09990501
2/1/2004,48,Kfarchakhna-P,Pessl,35.865033,34.354867,231,Coastal ,,172.094,0.32100001,223.4160068,0.7431,2.382913589
2/1/2004,49,Abdeh-P,Pessl,35.9695,34.51058333,15,Coastal ,,138.826,0.271000028,188.6160192,0.5341,9.858600616
2/1/2004,50,Rmeich-P,Pessl,35.37411111,33.07625,562,Mountainous ,,198.467,0.175000012,121.8000083,0.3086,3.986282825
2/1/2004,51,HourTaala-P,Pessl,36.14066667,33.91469444,1148,Inland ,,103.559,0.192000002,133.6320012,0.1917,2.993621588
2/1/2004,52,Jabouleh-P,Pessl,36.34916667,34.22527778,839,Inland ,,152.895,0.212000012,147.5520086,0.3255,1.86890626
2/1/2004,53,Hermil-P,Pessl,36.406717,34.401533,665,Inland ,,113.771,0.21800001,151.7280067,0.3551,2.8973279
2/1/2004,54,Baskenta-P,Pessl,35.78766667,33.94630556,1331,Mountainous ,,192.314,0.272000015,189.3120103,0.4886,24.18203354
2/1/2004,55,Mymis-P,Pessl,35.71447222,33.41975,788,Mountainous ,,194.767,0.205000013,142.6800091,0.4181,8.673959732
2/1/2004,56,Akoura-P,Pessl,35.90422222,34.12141667,1390,Mountainous ,,236.758,0.283000022,196.9680154,0.1324,11.31402588
2/1/2004,57,Mayrouba-P,Pessl,35.770061,34.011829,1265,Mountainous ,,204.931,0.284000009,197.6640065,0.1027,7.160741806
2/1/2004,58,Ghazir-P,Pessl,35.66319444,34.01898611,321,Coastal ,,199.911,0.265000015,184.4400108,0.4421,7.306718349
2/1/2004,59,Ehden-P,Pessl,35.98599444,34.28816667,1635,Mountainous ,,192.6,0.355000019,247.0800133,-0.0257,33.75831223
2/1/2004,60,KfarhataNorth-P,Pessl,35.745521,34.284476,340,Coastal ,,181.126,0.34800002,242.2080138,0.5508,1.164156079
2/1/2004,61,Watahoub-P,Pessl,35.89772222,34.19130556,1335,Mountainous ,,160.268,0.300000012,208.8000083,0.2048,25.66842842
2/1/2004,62,Sayda-P,Pessl,35.37936111,33.55391667,20,Coastal ,,204.722,0.236000016,164.2560114,0.3733,0.965743124
2/1/2004,63,BirHassan-P,Pessl,35.49041667,33.86741667,45,Coastal ,,153.367,0.252000004,175.3920028,0.2268,3.352114677
2/1/2004,64,Tyr-Derdgheya-P,Pessl,35.37055556,33.28119444,400,Mountainous ,,163.963,0.203000009,141.2880063,0.4743,4.061152458
2/1/2004,65,Kaa-P,Pessl,36.48011111,34.34177778,663,Inland ,,115.079,0.194000006,135.024004,0.262,3.207662462
2/1/2004,66,Mashghara-P,Pessl,35.65891667,33.52238889,1089,Inland ,,219.79,0.219000012,152.4240081,0.2912,19.77213287
2/1/2004,67,KherbitKanafar-P,Pessl,35.72552778,33.63761111,947,Mountainous ,,152.301,0.213000014,148.24801,0.4524,2.87613678
2/1/2004,68,Rashayya-P,Pessl,35.66716944,33.35486111,785,Mountainous ,,208.357,0.190000013,132.2400087,0.5033,11.6952219
2/1/2004,69,Arsal-P,Pessl,36.42063889,34.17908333,1405,Mountainous ,,110.096,0.21100001,146.8560072,0.1367,3.57618022
2/1/2004,70,Shheem-P,Pessl,35.48536389,33.6245,588,Mountainous ,,212.423,0.256000012,178.1760085,0.5224,4.47653389
2/1/2004,71,SyrDonieh-P,Pessl,36.02680556,34.38313889,898,Mountainous ,,171.286,0.34800002,242.2080138,0.4665,14.02089787
2/1/2004,72,Akar-P,Pessl,36.13241667,34.53266667,486,Mountainous ,,152.664,0.280000001,194.8800008,0.4753,10.42184639
2/1/2004,73,Fnaidek-P,Pessl,36.181,34.47730556,1125,Mountainous ,,182.523,0.33100003,230.3760209,0.434,4.525679588
2/1/2004,74,BarElias-P,Pessl,35.92608333,33.77952778,871,Inland ,,136.863,0.215000004,149.6400025,0.391,0.483655423
2/1/2004,75,HawshAmmiq-P,Pessl,35.77580556,33.71947222,877,Inland ,,175.803,0.215000004,149.6400025,0.4336,2.986889362
2/1/2004,76,Markaba-P,Pessl,35.51522222,33.23258333,728,Mountainous ,,159.362,0.191000015,132.9360101,0.4655,10.2107687
2/1/2004,77,Msheitiyeh-P,Pessl,36.08619444,34.15416667,1427,Mountainous ,,249.468,0.293000013,203.9280088,0.2371,5.709161282
2/1/2004,78,Btedii-P,Pessl,36.12808333,34.10196944,987,Inland ,,129.316,0.252000004,175.3920028,0.1722,0.999720097
2/1/2004,79,Aamatour-P,Pessl,35.608584,33.643528,861,Mountainous ,,221.375,0.226000011,157.2960076,0.4741,13.84935856
2/1/2004,80,Aandaket-P,Pessl,36.305487,34.586902,632,Mountainous ,,131.615,0.242000014,168.4320095,0.49,5.315374374
2/1/2004,81,Baakline-P,Pessl,35.558134,33.678989,863,Mountainous ,,214.941,0.270000011,187.9200075,0.4688,2.758943558
2/1/2004,82,AinelAbou-P,Pessl,35.762041,33.939228,1139,Mountainous ,,192.314,0.284000009,197.6640065,0.5122,15.13671112
2/1/2004,83,Barouk-P,Pessl,35.673619,33.707145,1066,Mountainous ,,208.518,0.24000001,167.0400066,0.3641,13.81705093
2/1/2004,84,Doures-P,Pessl,36.172569,33.991084,1097,Mountainous ,,97.282,0.192000002,133.6320012,0.1841,1.889176369
2/1/2004,85,Talya-P,Pessl,36.096846,33.936693,1022,Inland ,,103.559,0.213000014,148.24801,0.2357,1.277312994
2/1/2004,86,AREC,Arec,36.075792,33.924783,995,Inland ,138,113.482,0.213000014,148.24801,0.3371,2.146261215
3/1/2004,1,AIB-A,Airport,35.491204,33.819376,9,Coastal,12,78.793,0.023000002,17.11200142,0.1913,1.665556669
3/1/2004,2,Golf-A,Airport,35.49036,33.849339,22,Coastal ,17.4,78.793,0.023000002,17.11200142,0.2638,0.30916065
3/1/2004,3,Tripoli-A,Airport,35.836174,34.434226,25,Coastal ,11.3,72.871,0.034000002,25.29600137,0.1951,3.70574069
3/1/2004,4,Zahle-A,Airport,35.90207,33.844602,977,Inland ,10.2,110.787,0.021000002,15.62400118,0.2498,13.09231949
3/1/2004,5,Arz-A,Airport,36.048886,34.236958,1958,Mountainous ,,104.943,0.067000002,49.84800124,-0.0247,16.93077469
3/1/2004,6,DahrBaydar-A,Airport,35.768417,33.805227,1518,Mountainous ,27.6,97.539,0.025,18.60000028,0.3076,9.647943497
3/1/2004,7,Abdeh-A,Airport,35.969575,34.509866,23,Coastal ,11,58.656,0.030000001,22.32000089,0.5711,9.16505146
3/1/2004,8,Rayak-A,Airport,36.012166,33.849091,931,Inland ,6.5,59.078,0.021000002,15.62400118,0.3231,0
3/1/2004,9,Sour-A,Airport,35.203844,33.270009,11,Coastal ,13.5,20.408,0.019000001,14.13600093,,3.8650105
3/1/2004,10,Marjayoun-A,Airport,35.588834,33.359753,756,Inland ,,113.27,0.018000001,13.39200081,0.5078,4.443672657
3/1/2004,11,Klaiaat-A,Airport,35.71383,33.972102,1060,Mountainous ,13,101.201,0.026000001,19.3440004,0.4025,2.194945335
3/1/2004,12,Faqra-A,Airport,35.810948,33.984566,1720,Mountainous ,70.4,113.63,0.028000001,20.83200064,0.2891,5.306231022
3/1/2004,13,Baysour-A,Airport,35.567762,33.76319,790,Inland ,54.4,97.263,0.023000002,17.11200142,0.4454,16.53284264
3/1/2004,14,Hermel-A,Airport,36.387494,34.396813,749,Inland ,,71.659,0.029000001,21.57600076,0.3876,5.743902206
3/1/2004,15,DayrAhmar-A,Airport,36.121718,34.121253,1024,Mountainous  ,16,79.645,0.026000001,19.3440004,0.2926,1.757774115
3/1/2004,16,Qoubayat-A,Airport,36.281504,34.571599,545,Inland ,21,57.848,0.030000001,22.32000089,0.5198,4.168784142
3/1/2004,17,Qartaba-A,Airport,35.850844,34.09338,1069,Mountainous ,21.4,141.379,0.037,27.52800035,0.4217,22.17501831
3/1/2004,18,SirDenniye-A,Airport,36.029502,34.386584,926,Mountainous ,62.8,87.205,0.061000004,45.38400328,0.5797,7.043820858
3/1/2004,19,Balamand-A,Airport,35.78368,34.364206,331,Coastal ,92.9,71.092,0.039000001,29.0160006,0.5448,6.693412304
3/1/2004,20,KfarChackna-A,Airport,35.864059,34.364264,202,Coastal ,20,76.26,0.039000001,29.0160006,0.6997,6.455430984
3/1/2004,21,Tannourine-A,Airport,35.877848,34.209712,923,Mountainous ,28,93.651,0.042000003,31.24800235,0.5418,3.128152847
3/1/2004,22,Kaslik-A,Airport,35.618114,33.983154,26,Coastal ,0.2,92.613,0.024,17.85600016,0.2249,5.152617931
3/1/2004,23,Qoussaibah-A,Airport,35.65046,33.867009,609,Mountainous ,0,111.142,0.024,17.85600016,0.6208,13.38837147
3/1/2004,24,Hlaliyeh-A,Airport,35.39233,33.56788,98,Coastal ,,94.65,0.018000001,13.39200081,0.4876,6.312283993
3/1/2004,25,Jezzine-A,Airport,35.586337,33.54098,963,Mountainous ,,120.484,0.018000001,13.39200081,0.35,6.280490398
3/1/2004,26,Saida-A,Airport,35.372871,33.557005,12,Coastal ,17.5,96.913,0.018000001,13.39200081,0.2987,1.187596679
3/1/2004,28,Qaraoun-A,Airport,35.719238,33.566846,905,Inland ,20,91.496,0.016000001,11.90400057,0.3979,3.581837654
3/1/2004,29,Qasmieh-A,Airport,35.248006,33.234203,67,Coastal ,,64.705,0.019000001,14.13600093,0.5516,12.50921726
3/1/2004,30,Kfardounin-A,Airport,35.396943,33.240211,523,Inland ,,73.179,0.020000001,14.88000105,0.4574,7.862453461
3/1/2004,31,Barouk-A,Airport,35.673657,33.707066,1059,Mountainous ,14.2,103.171,0.022000002,16.3680013,0.4044,13.81705093
3/1/2004,32,Douris-A,Airport,36.172607,33.991036,1097,Inland ,,53.46,0.021000002,15.62400118,0.213,0.372871399
